budget,homepage,id,keywords,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,director,spokenlang,prodcountries,prodcomp
25000000,,1268,holiday france film director chaos clumsy fellow,en,Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",27.683874,22/03/2007,229736344,90,Released,Mr. Bean's Holiday,6.1,663,Steve Bendelack,English, France,"['Tiger Aspect Productions', 'Working Title Films']"
25000000,,1268,holiday france film director chaos clumsy fellow,en,Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",27.683874,22/03/2007,229736344,90,Released,Mr. Bean's Holiday,6.1,663,Steve Bendelack,English, Germany,"['Tiger Aspect Productions', 'Working Title Films']"
65000000,http://300themovie.warnerbros.com,1271,evisceration javelin shield army fall from height,en,300,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",65.197968,09/12/2006,422610419,117,Released,300,7,4997,Zack Snyder,English,United States of America,"['Virtual Studios', 'Legendary Pictures', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Warner Bros.', 'Nimar Studios', 'Cruel and Unusual Films']"
55000000,http://www.sonypictures.com/homevideo/thepursuitofhappyness/,1402,san francisco single parent homeless person bus worker,en,The Pursuit of Happyness,"The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him,  he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son,  he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices.",80.581367,14/12/2006,307077295,117,Released,The Pursuit of Happyness,7.7,2525,Gabriele Muccino,English,United States of America,"['Columbia Pictures Corporation', 'Escape Artists', 'Relativity Media', 'Overbrook Entertainment']"
55000000,http://www.sonypictures.com/homevideo/thepursuitofhappyness/,1402,san francisco single parent homeless person bus worker,en,The Pursuit of Happyness,"The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him,  he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son,  he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices.",80.581367,14/12/2006,307077295,117,Released,The Pursuit of Happyness,7.7,2525,Gabriele Muccino, 广州话 / 廣州話,United States of America,"['Columbia Pictures Corporation', 'Escape Artists', 'Relativity Media', 'Overbrook Entertainment']"
90000000,http://thedeparted.warnerbros.com/,1422,undercover boston police friends mafia,en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",63.429157,05/10/2006,289847354,151,Released,The Departed,7.9,4339,Martin Scorsese,English,Hong Kong,"['Vertigo Entertainment', 'Media Asia Films', 'Warner Bros.', 'Initial Entertainment Group (IEG)', 'Plan B Entertainment']"
90000000,http://thedeparted.warnerbros.com/,1422,undercover boston police friends mafia,en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",63.429157,05/10/2006,289847354,151,Released,The Departed,7.9,4339,Martin Scorsese,English, United States of America,"['Vertigo Entertainment', 'Media Asia Films', 'Warner Bros.', 'Initial Entertainment Group (IEG)', 'Plan B Entertainment']"
90000000,http://thedeparted.warnerbros.com/,1422,undercover boston police friends mafia,en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",63.429157,05/10/2006,289847354,151,Released,The Departed,7.9,4339,Martin Scorsese, 广州话 / 廣州話,Hong Kong,"['Vertigo Entertainment', 'Media Asia Films', 'Warner Bros.', 'Initial Entertainment Group (IEG)', 'Plan B Entertainment']"
90000000,http://thedeparted.warnerbros.com/,1422,undercover boston police friends mafia,en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",63.429157,05/10/2006,289847354,151,Released,The Departed,7.9,4339,Martin Scorsese, 广州话 / 廣州話, United States of America,"['Vertigo Entertainment', 'Media Asia Films', 'Warner Bros.', 'Initial Entertainment Group (IEG)', 'Plan B Entertainment']"
270000000,http://www.superman.com,1452,saving the world dc comics invulnerability sequel superhero,en,Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",57.925623,28/06/2006,391081192,154,Released,Superman Returns,5.4,1400,Bryan Singer,English,United States of America,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'Bad Hat Harry Productions']"
270000000,http://www.superman.com,1452,saving the world dc comics invulnerability sequel superhero,en,Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",57.925623,28/06/2006,391081192,154,Released,Superman Returns,5.4,1400,Bryan Singer, Français,United States of America,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'Bad Hat Harry Productions']"
270000000,http://www.superman.com,1452,saving the world dc comics invulnerability sequel superhero,en,Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",57.925623,28/06/2006,391081192,154,Released,Superman Returns,5.4,1400,Bryan Singer, Deutsch,United States of America,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'Bad Hat Harry Productions']"
65000000,,1538,california taxi assassin hostage taxi driver,en,Collateral,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,44.815022,04/08/2004,217764291,120,Released,Collateral,7,1451,Michael Mann,Español,United States of America,"['Paramount Pictures', 'DreamWorks SKG', 'Parkes/MacDonald Productions', 'Edge City']"
65000000,,1538,california taxi assassin hostage taxi driver,en,Collateral,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,44.815022,04/08/2004,217764291,120,Released,Collateral,7,1451,Michael Mann, English,United States of America,"['Paramount Pictures', 'DreamWorks SKG', 'Parkes/MacDonald Productions', 'Edge City']"
110000000,,1571,usa washington d.c. helicopter hostage fbi,en,Live Free or Die Hard,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",48.93337,20/06/2007,383531464,128,Released,Live Free or Die Hard,6.4,2089,Len Wiseman,English,United Kingdom,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Cheyenne Enterprises', 'Wintergreen Productions']"
110000000,,1571,usa washington d.c. helicopter hostage fbi,en,Live Free or Die Hard,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",48.93337,20/06/2007,383531464,128,Released,Live Free or Die Hard,6.4,2089,Len Wiseman,English, United States of America,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Cheyenne Enterprises', 'Wintergreen Productions']"
110000000,,1571,usa washington d.c. helicopter hostage fbi,en,Live Free or Die Hard,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",48.93337,20/06/2007,383531464,128,Released,Live Free or Die Hard,6.4,2089,Len Wiseman, Italiano,United Kingdom,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Cheyenne Enterprises', 'Wintergreen Productions']"
110000000,,1571,usa washington d.c. helicopter hostage fbi,en,Live Free or Die Hard,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",48.93337,20/06/2007,383531464,128,Released,Live Free or Die Hard,6.4,2089,Len Wiseman, Italiano, United States of America,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Cheyenne Enterprises', 'Wintergreen Productions']"
